Customer ID,Gender_x,Age_x,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,Transaction ID,Date,Product Category,Quantity,Price per Unit,Total Amount
115,Female,42,Chicago,Bronze,567.8607635270624,9,3.5,True,38,Unsatisfied,115,2023-11-26,Clothing,3,542.3984729225093,1627.1954187675278
116,Male,29,San Francisco,Gold,1443.9301109293858,18,4.9,False,11,Satisfied,116,2023-08-23,Clothing,1,31.779488088971423,31.779488088971423
117,Male,26,Miami,Silver,729.0987734162321,12,3.7,True,48,Unsatisfied,117,2023-03-15,Electronics,2,498.36418393656436,996.7283678731287
118,Female,38,Houston,Bronze,458.9941714309787,8,3.0,False,25,Neutral,118,2023-05-16,Electronics,3,546.2453503756293,1638.736051126888
119,Female,32,New York,Gold,1167.7754720450791,14,4.7,True,29,Satisfied,119,2023-03-13,Clothing,2,46.657593915418886,93.31518783083777
120,Male,34,Los Angeles,Silver,832.2350350572121,11,4.0,False,16,Neutral,120,2023-05-07,Beauty,1,50.785611545036126,50.785611545036126
121,Female,43,Chicago,Bronze,472.72460073139587,10,3.3,True,41,Unsatisfied,121,2023-10-15,Electronics,3,54.752170549555146,164.25651164866542
122,Male,30,San Francisco,Gold,1506.4421350560872,20,4.8,False,13,Satisfied,122,2023-10-03,Electronics,4,30.84964301500927,123.39857206003708
123,Male,27,Miami,Silver,761.5907277035885,13,4.1,True,54,Unsatisfied,123,2023-05-15,Electronics,1,28.711435881396923,28.711435881396923
124,Female,37,Houston,Bronze,393.97644561905116,7,3.4,False,23,Neutral,124,2023-10-27,Clothing,3,514.7449242637103,1544.234772791131
125,Female,31,New York,Gold,1162.3810586287923,15,4.6,True,27,Satisfied,125,2023-08-08,Clothing,2,46.67855105009583,93.35710210019165
126,Male,35,Los Angeles,Silver,832.8601964363548,12,4.3,False,13,Neutral,126,2023-10-26,Clothing,2,27.274268359556768,54.548536719113535
127,Female,41,Chicago,Bronze,479.99260563913793,9,3.6,True,39,Unsatisfied,127,2023-07-24,Clothing,1,23.254022815756166,23.254022815756166
128,Male,28,San Francisco,Gold,1414.2197708671104,21,4.9,False,10,Satisfied,128,2023-07-05,Beauty,1,472.5535441754186,472.5535441754186
129,Male,32,Miami,Silver,712.5964019398292,10,3.8,True,33,Unsatisfied,129,2023-04-23,Beauty,2,305.1902711632974,610.3805423265948
130,Female,36,Houston,Bronze,447.79192298154527,8,3.1,False,19,Neutral,130,2023-03-12,Clothing,1,482.16872524226847,482.16872524226847
131,Female,30,New York,Gold,1137.1096325646247,16,4.5,True,20,Satisfied,131,2023-09-18,Beauty,2,289.67793382985354,579.3558676597071
132,Male,33,Los Angeles,Silver,848.5202925272482,13,4.2,False,14,Satisfied,132,2023-09-10,Electronics,3,49.93270445010559,149.79811335031678
133,Female,42,Chicago,Bronze,469.3174688957068,9,3.5,True,37,Unsatisfied,133,2023-02-16,Electronics,3,298.93735797362143,896.8120739208643
134,Male,29,San Francisco,Gold,1300.5050499807498,18,4.7,False,10,Satisfied,134,2023-01-25,Electronics,1,45.98461863673869,45.98461863673869
135,Male,26,Miami,Silver,685.067746522366,12,3.9,True,47,Unsatisfied,135,2023-02-26,Clothing,1,25.57361411675771,25.57361411675771
136,Female,38,Houston,Bronze,442.45572178965216,8,3.2,False,24,Neutral,136,2023-03-20,Electronics,1,287.8043721684495,287.8043721684495
137,Female,32,New York,Gold,1211.2213065645494,14,4.4,True,22,Satisfied,137,2023-11-18,Beauty,1,547.75161836173,547.75161836173
138,Male,34,Los Angeles,Silver,803.7677898866282,11,4.1,False,17,Neutral,138,2023-03-23,Clothing,4,47.03410985855684,188.13643943422736
139,Female,43,Chicago,Bronze,486.6027312196405,10,3.3,True,40,Unsatisfied,139,2023-12-15,Beauty,3,514.8057812098135,1544.4173436294404
140,Male,30,San Francisco,Gold,1470.8064321283568,20,4.8,False,12,Satisfied,140,2023-08-05,Electronics,1,29.711818417221043,29.711818417221043
141,Male,27,Miami,Silver,638.9332794909077,13,4.0,True,53,Unsatisfied,141,2023-11-02,Electronics,1,48.984083511820955,48.984083511820955
142,Female,37,Houston,Bronze,401.7671162879838,7,3.1,False,21,Neutral,142,2023-02-02,Electronics,4,325.4169046333766,1301.6676185335064
143,Female,31,New York,Gold,1155.954261650645,15,4.5,True,26,Satisfied,143,2023-07-17,Clothing,1,50.065181918867765,50.065181918867765
144,Male,35,Los Angeles,Silver,742.4415415044278,12,4.3,False,12,Neutral,144,2023-07-15,Beauty,2,517.1184455052723,1034.2368910105447
145,Female,41,Chicago,Bronze,439.8072361538574,9,3.6,True,38,Unsatisfied,145,2023-11-02,Clothing,2,23.559539334003308,47.119078668006615
146,Male,28,San Francisco,Gold,1355.469635823199,21,4.9,False,9,Satisfied,146,2023-08-28,Clothing,3,54.691662861144394,164.0749885834332
147,Male,32,Miami,Silver,641.5660624843046,10,3.8,True,32,Unsatisfied,147,2023-09-28,Electronics,1,307.9780779566368,307.9780779566368
148,Female,36,Houston,Bronze,428.770676907211,8,3.0,False,18,Neutral,148,2023-05-09,Clothing,1,31.617156703415674,31.617156703415674
149,Female,30,New York,Gold,1204.9429259726471,16,4.7,True,19,Satisfied,149,2023-10-11,Clothing,3,24.22178435197634,72.66535305592902
150,Male,34,Los Angeles,Silver,776.6926025710173,11,4.0,False,15,Neutral,150,2023-01-06,Electronics,3,31.311526651563433,93.93457995469029
151,Female,43,Chicago,Bronze,500.51976925727917,10,3.3,True,39,Unsatisfied,151,2023-12-15,Clothing,1,45.17769324897999,45.17769324897999
152,Male,30,San Francisco,Gold,1526.1070447513864,20,4.8,False,13,Satisfied,152,2023-02-28,Electronics,3,531.2578822206757,1593.7736466620272
153,Male,27,Miami,Silver,685.4421459564844,13,4.1,True,54,Unsatisfied,153,2023-12-16,Electronics,2,519.7444758798307,1039.4889517596614
154,Female,37,Houston,Bronze,419.00199505978094,7,3.4,False,23,Neutral,154,2023-10-02,Electronics,2,299.38138488608604,598.7627697721721
155,Female,31,New York,Gold,1078.034784579975,15,4.6,True,27,Satisfied,155,2023-05-17,Electronics,3,496.3234714683296,1488.9704144049888
156,Male,35,Los Angeles,Silver,800.9630582257585,12,4.3,False,13,Neutral,156,2023-11-25,Clothing,3,26.27553565104042,78.82660695312126
157,Female,41,Chicago,Bronze,448.2840661077804,9,3.6,True,39,Unsatisfied,157,2023-06-24,Electronics,4,491.63973933558094,1966.5589573423238
158,Male,28,San Francisco,Gold,1587.8742613155116,21,4.9,False,10,Satisfied,158,2023-02-27,Electronics,2,291.16132220292343,582.3226444058469
159,Male,32,Miami,Silver,665.6375047042042,10,3.8,True,33,Unsatisfied,159,2023-05-31,Clothing,3,51.247939934953344,153.74381980486004
160,Female,36,Houston,Bronze,451.59580394275247,8,3.1,False,19,Neutral,160,2023-08-11,Clothing,1,45.15048026391478,45.15048026391478
161,Female,30,New York,Gold,1211.703248714112,16,4.5,True,20,Satisfied,161,2023-03-22,Beauty,2,495.35326932585923,990.7065386517185
162,Male,33,Los Angeles,Silver,764.5349692140843,13,4.2,False,14,Satisfied,162,2023-08-21,Clothing,1,28.11901101667178,28.11901101667178
163,Female,42,Chicago,Bronze,482.5800981938486,9,3.5,True,37,Unsatisfied,163,2023-01-02,Clothing,2,54.58351064024718,109.16702128049435
164,Male,29,San Francisco,Gold,1407.7867260289727,18,4.7,False,10,Satisfied,164,2023-05-15,Beauty,2,494.20703986845746,988.4140797369149
165,Male,26,Miami,Silver,674.9689329087141,12,3.9,True,47,Unsatisfied,165,2023-09-14,Clothing,4,283.59226008064616,1134.3690403225846
166,Female,38,Houston,Bronze,448.74319425735484,8,3.2,False,24,Neutral,166,2023-04-02,Clothing,3,512.3984400943962,1537.1953202831885
167,Female,32,New York,Gold,1211.3174110512398,14,4.4,True,22,Satisfied,167,2023-09-17,Clothing,3,53.75599741238689,161.26799223716068
168,Male,34,Los Angeles,Silver,769.6809325900344,11,4.1,False,17,Neutral,168,2023-02-24,Clothing,1,304.58232553253316,304.58232553253316
169,Female,43,Chicago,Bronze,494.8015762793127,10,3.3,True,40,Unsatisfied,169,2023-11-17,Beauty,2,528.9126872377927,1057.8253744755855
170,Male,30,San Francisco,Gold,1428.01109025915,20,4.8,False,12,Satisfied,170,2023-06-02,Clothing,2,26.04193741484238,52.08387482968476
171,Male,27,Miami,Silver,668.823050929102,13,4.0,True,53,Unsatisfied,171,2023-11-24,Clothing,2,323.1141199631474,646.2282399262948
172,Female,37,Houston,Bronze,418.2959239652569,7,3.1,False,21,,172,2023-09-17,Beauty,2,27.39368545425535,54.7873709085107
173,Female,31,New York,Gold,1032.133318556664,15,4.5,True,26,Satisfied,173,2023-11-08,Electronics,4,31.419374312591138,125.67749725036455
174,Male,35,Los Angeles,Silver,901.0939272887146,12,4.3,False,12,Neutral,174,2023-04-12,Beauty,1,315.15123881230295,315.15123881230295
175,Female,41,Chicago,Bronze,502.6761066434756,9,3.6,True,38,Unsatisfied,175,2023-03-20,Electronics,4,25.609145328767337,102.43658131506935
176,Male,28,San Francisco,Gold,1625.2006775238865,21,4.9,False,9,Satisfied,176,2023-07-11,Beauty,1,48.44619392147248,48.44619392147248
177,Male,32,Miami,Silver,679.462061305922,10,3.8,True,32,Unsatisfied,177,2023-03-24,Beauty,1,53.284347935303565,53.284347935303565
178,Female,36,Houston,Bronze,465.6376756908032,8,3.0,False,18,Neutral,178,2023-10-04,Clothing,2,28.85281070356981,57.70562140713962
179,Female,30,New York,Gold,1162.8484506188172,16,4.7,True,19,Satisfied,179,2023-09-29,Electronics,1,280.7501871913614,280.7501871913614
180,Male,34,Los Angeles,Silver,846.385611193663,11,4.0,False,15,Neutral,180,2023-01-01,Clothing,3,310.02028884444945,930.0608665333484
181,Female,43,Chicago,Bronze,457.8787725410579,10,3.3,True,39,Unsatisfied,181,2023-11-03,Electronics,4,302.50336342106806,1210.0134536842722
182,Male,30,San Francisco,Gold,1459.7620739058616,20,4.8,False,13,Satisfied,182,2023-06-15,Beauty,4,30.204239706878543,120.81695882751417
183,Male,27,Miami,Silver,693.3177737489518,13,4.1,True,54,Unsatisfied,183,2023-09-08,Beauty,3,309.2038627516238,927.6115882548713
184,Female,37,Houston,Bronze,409.9677633491526,7,3.4,False,23,Neutral,184,2023-01-10,Electronics,4,53.02487281873623,212.0994912749449
185,Female,31,New York,Gold,1129.3397900481357,15,4.6,True,27,Satisfied,185,2023-02-27,Clothing,1,25.28329665585012,25.28329665585012
186,Male,35,Los Angeles,Silver,873.8783310337617,12,4.3,False,13,Neutral,186,2023-07-05,Clothing,4,46.77092355874651,187.08369423498604
187,Female,41,Chicago,Bronze,503.4170025819202,9,3.6,True,39,Unsatisfied,187,2023-06-07,Clothing,2,53.64522888060969,107.29045776121939
188,Male,28,San Francisco,Gold,1589.8571240467083,21,4.9,False,10,Satisfied,188,2023-05-03,Clothing,3,23.417634786102965,70.2529043583089
189,Male,32,Miami,Silver,632.3037997927332,10,3.8,True,33,Unsatisfied,189,2023-01-30,Beauty,1,51.56304421383099,51.56304421383099
190,Female,36,Houston,Bronze,456.72587710708666,8,3.1,False,19,Neutral,190,2023-05-04,Beauty,2,29.094103491952445,58.18820698390489
191,Female,30,New York,Gold,1248.9627042665322,16,4.5,True,20,Satisfied,191,2023-10-18,Beauty,1,27.042389787875553,27.042389787875553
192,Male,33,Los Angeles,Silver,748.2214203391111,13,4.2,False,14,Satisfied,192,2023-02-10,Beauty,2,49.184369396780106,98.36873879356021
193,Female,42,Chicago,Bronze,493.62429903161905,9,3.5,True,37,Unsatisfied,193,2023-02-13,Beauty,2,491.70328661986895,983.4065732397379
194,Male,29,San Francisco,Gold,1357.2831732236139,18,4.7,False,10,Satisfied,194,2023-09-06,Clothing,4,51.79202616001623,207.1681046400649
195,Male,26,Miami,Silver,634.6348375588813,12,3.9,True,47,Unsatisfied,195,2023-02-05,Clothing,1,29.27924885535538,29.27924885535538
196,Female,38,Houston,Bronze,472.5572633062151,8,3.2,False,24,Neutral,196,2023-09-30,Clothing,2,320.40843133943895,640.8168626788779
197,Female,32,New York,Gold,1089.6701409011387,14,4.4,True,22,Satisfied,197,2023-03-06,Clothing,4,46.8493687421701,187.3974749686804
198,Male,34,Los Angeles,Silver,831.0221303351283,11,4.1,False,17,Neutral,198,2023-03-07,Beauty,2,307.88692541747423,615.7738508349485
199,Female,43,Chicago,Bronze,527.3363184376894,10,3.3,True,40,Unsatisfied,199,2023-12-04,Beauty,3,535.3516716493483,1606.055014948045
200,Male,30,San Francisco,Gold,1363.8845133676853,20,4.8,False,12,Satisfied,200,2023-09-01,Beauty,2,53.66655278400223,107.33310556800446
201,Male,27,Miami,Silver,662.0451185669401,13,4.0,True,53,Unsatisfied,201,2023-10-09,Electronics,1,23.649011807902003,23.649011807902003
202,Female,37,Houston,Bronze,438.4337398171084,7,3.1,False,21,Neutral,202,2023-03-26,Clothing,3,314.4045435219058,943.2136305657174
203,Female,31,New York,Gold,1119.0031216597122,15,4.5,True,26,Satisfied,203,2023-05-16,Clothing,2,500.14145742472505,1000.2829148494501
204,Male,35,Los Angeles,Silver,793.3516153079275,12,4.3,False,12,Neutral,204,2023-09-28,Beauty,1,23.26293150637459,23.26293150637459
205,Female,41,Chicago,Bronze,511.9395906869203,9,3.6,True,38,Unsatisfied,205,2023-11-07,Clothing,1,26.82730760121527,26.82730760121527
206,Male,28,San Francisco,Gold,1621.3167429402458,21,4.9,False,9,Satisfied,206,2023-08-05,Clothing,1,23.542913843141466,23.542913843141466
207,Male,32,Miami,Silver,696.3294262552398,10,3.8,True,32,Unsatisfied,207,2023-04-19,Beauty,2,23.701681074410075,47.40336214882015
208,Female,36,Houston,Bronze,446.8796051674401,8,3.0,False,18,Neutral,208,2023-10-04,Electronics,3,53.37045555639739,160.11136666919217
209,Female,30,New York,Gold,1184.4090676681872,16,4.7,True,19,Satisfied,209,2023-12-20,Electronics,3,54.181730394888625,162.54519118466587
210,Male,34,Los Angeles,Silver,846.5381416536829,11,4.0,False,15,Neutral,210,2023-04-13,Electronics,4,48.46808296028961,193.87233184115843
211,Female,43,Chicago,Bronze,500.42161080197366,10,3.3,True,39,Unsatisfied,211,2024-01-01,Beauty,2,538.5626433616964,1077.1252867233927
212,Male,30,San Francisco,Gold,1347.6455628995145,20,4.8,False,13,Satisfied,212,2023-06-09,Clothing,2,481.0755413368823,962.1510826737646
213,Male,27,Miami,Silver,731.2087332546796,13,4.1,True,54,Unsatisfied,213,2023-07-24,Beauty,2,477.86012338580304,955.7202467716061
214,Female,37,Houston,Bronze,420.38393100155537,7,3.4,False,23,Neutral,214,2023-12-10,Beauty,1,32.77811291321615,32.77811291321615
215,Female,31,New York,Gold,1199.8778810371937,15,4.6,True,27,Satisfied,215,2023-11-29,Clothing,2,491.80166915467373,983.6033383093475
216,Male,35,Los Angeles,Silver,868.8522484435209,12,4.3,False,13,Neutral,216,2023-07-11,Electronics,1,53.16459547205354,53.16459547205354
217,Female,41,Chicago,Bronze,500.87107195449306,9,3.6,True,39,Unsatisfied,217,2023-08-13,Electronics,4,47.43288783749974,189.73155134999897
218,Male,28,San Francisco,Gold,1479.512117257145,21,4.9,False,10,Satisfied,218,2023-09-22,Beauty,2,29.455094238459424,58.91018847691885
219,Male,32,Miami,Silver,624.9029350608891,10,3.8,True,33,Unsatisfied,219,2023-08-20,Electronics,2,27.542179989864046,55.08435997972809
220,Female,36,Houston,Bronze,437.17670986554856,8,3.1,False,19,Neutral,220,2023-03-03,Beauty,1,486.8227133130791,486.8227133130791
221,Female,30,New York,Gold,1184.471492756264,16,4.5,True,20,Satisfied,221,2023-05-07,Beauty,1,318.904856378292,318.904856378292
222,Male,33,Los Angeles,Silver,906.6831039366848,13,4.2,False,14,Satisfied,222,2023-04-26,Clothing,3,27.736971086676093,83.21091326002828
223,Female,42,Chicago,Bronze,529.3128894780363,9,3.5,True,37,Unsatisfied,223,2023-02-02,Clothing,1,23.287880478053243,23.287880478053243
224,Male,29,San Francisco,Gold,1433.893676147696,18,4.7,False,10,Satisfied,224,2023-06-23,Clothing,1,48.54687077723102,48.54687077723102
225,Male,26,Miami,Silver,664.0561489330036,12,3.9,True,47,Unsatisfied,225,2023-01-11,Beauty,4,27.284591814285992,109.13836725714397
226,Female,38,Houston,Bronze,444.4645948734341,8,3.2,False,24,Neutral,226,2023-10-29,Clothing,1,48.81687427063546,48.81687427063546
227,Female,32,New York,Gold,1235.3432605759017,14,4.4,True,22,Satisfied,227,2023-10-11,Electronics,1,47.481510519125756,47.481510519125756
228,Male,34,Los Angeles,Silver,873.7353310661722,11,4.1,False,17,Neutral,228,2023-04-28,Electronics,2,32.40296746958612,64.80593493917225
229,Female,43,Chicago,Bronze,459.0462147762382,10,3.3,True,40,Unsatisfied,229,2023-10-29,Beauty,2,29.228315818876528,58.456631637753055
230,Male,30,San Francisco,Gold,1408.6692289338796,20,4.8,False,12,Satisfied,230,2023-04-23,Beauty,1,23.69740332883355,23.69740332883355
231,Male,27,Miami,Silver,678.1524534605021,13,4.0,True,53,Unsatisfied,231,2023-01-04,Clothing,3,49.59815417665615,148.79446252996846
232,Female,37,Houston,Bronze,389.23377194798275,7,3.1,False,21,Neutral,232,2023-02-06,Beauty,1,23.503009370986824,23.503009370986824
233,Female,31,New York,Gold,1206.520398703656,15,4.5,True,26,Satisfied,233,2023-12-29,Beauty,2,312.7731751668344,625.5463503336688
234,Male,35,Los Angeles,Silver,845.8831554060229,12,4.3,False,12,Neutral,234,2023-11-20,Electronics,2,26.133422464273494,52.26684492854699
235,Female,41,Chicago,Bronze,496.41388916336734,9,3.6,True,38,Unsatisfied,235,2023-01-31,Electronics,1,540.158806156272,540.158806156272
236,Male,28,San Francisco,Gold,1522.617361720263,21,4.9,False,9,Satisfied,236,2023-04-28,Clothing,1,26.78112005726621,26.78112005726621
237,Male,32,Miami,Silver,671.503962530637,10,3.8,True,32,Unsatisfied,237,2023-02-04,Beauty,1,485.7150040279205,485.7150040279205
238,Female,36,Houston,Bronze,459.77114131561666,8,3.0,False,18,Neutral,238,2023-01-17,Beauty,1,462.8035119653604,462.8035119653604
239,Female,30,New York,Gold,1261.2505555760604,16,4.7,True,19,Satisfied,239,2023-06-19,Electronics,2,472.6512137250521,945.3024274501042
240,Male,34,Los Angeles,Silver,831.0715414278769,11,4.0,False,15,Neutral,240,2023-02-06,Beauty,1,276.09357279633326,276.09357279633326
241,Female,43,Chicago,Bronze,511.3904241985394,10,3.3,True,39,Unsatisfied,241,2023-09-21,Electronics,3,26.316895018905633,78.9506850567169
242,Male,30,San Francisco,Gold,1517.3070898141889,20,4.8,False,13,Satisfied,242,2023-05-02,Clothing,1,24.345653904889442,24.345653904889442
243,Male,27,Miami,Silver,644.852807861456,13,4.1,True,54,Unsatisfied,243,2023-05-23,Electronics,3,283.61247945682805,850.8374383704842
244,Female,37,Houston,Bronze,464.56026761884004,7,3.4,False,23,,244,2023-12-09,Beauty,2,47.51933460371367,95.03866920742735
245,Female,31,New York,Gold,1189.0028718456454,15,4.5,True,26,Satisfied,245,2023-09-06,Clothing,3,29.833467805594076,89.50040341678223
246,Male,35,Los Angeles,Silver,776.29645119722,12,4.3,False,12,Neutral,246,2023-04-20,Electronics,1,23.99578979883725,23.99578979883725
247,Female,41,Chicago,Bronze,454.71239998873494,9,3.6,True,38,Unsatisfied,247,2023-10-04,Electronics,1,28.168719089532285,28.168719089532285
248,Male,28,San Francisco,Gold,1560.232715772029,21,4.9,False,9,Satisfied,248,2023-03-09,Clothing,2,279.6168505549714,559.2337011099428
249,Male,32,Miami,Silver,684.9667476636201,10,3.8,True,32,Unsatisfied,249,2023-10-20,Clothing,1,49.43234587422326,49.43234587422326
250,Female,36,Houston,Bronze,450.1069416817889,8,3.0,False,18,Neutral,250,2023-10-23,Electronics,1,49.28879748373968,49.28879748373968
251,Female,30,New York,Gold,1154.6782334654404,16,4.7,True,19,Satisfied,251,2023-08-31,Beauty,4,45.55624862124307,182.22499448497229
252,Male,34,Los Angeles,Silver,792.4699625657196,11,4.0,False,15,Neutral,252,2023-05-05,Electronics,1,283.5980266579451,283.5980266579451
253,Female,43,Chicago,Bronze,550.3068929852084,10,3.3,True,39,Unsatisfied,253,2023-08-31,Clothing,4,537.2485813762646,2148.9943255050584
254,Male,30,San Francisco,Gold,1548.758353286844,20,4.8,False,13,Satisfied,254,2023-07-28,Electronics,1,496.0282997174735,496.0282997174735
255,Male,27,Miami,Silver,655.3574924016065,13,4.1,True,54,Unsatisfied,255,2023-04-08,Clothing,1,32.90369441923263,32.90369441923263
256,Female,37,Houston,Bronze,406.29958468265806,7,3.4,False,23,Neutral,256,2023-02-18,Clothing,1,518.7164321670923,518.7164321670923
257,Female,31,New York,Gold,1177.0221470802403,15,4.6,True,27,Satisfied,257,2023-02-19,Beauty,3,499.87930705411634,1499.637921162349
258,Male,35,Los Angeles,Silver,878.4529953952473,12,4.3,False,13,Neutral,258,2023-12-04,Clothing,1,52.60833991868602,52.60833991868602
259,Female,41,Chicago,Bronze,527.3130121384454,9,3.6,True,39,Unsatisfied,259,2023-08-09,Clothing,4,51.39560249475756,205.58240997903025
260,Male,28,San Francisco,Gold,1434.185416092339,21,4.9,False,10,Satisfied,260,2023-07-01,Beauty,2,27.9990703135251,55.9981406270502
261,Male,32,Miami,Silver,707.1048755055243,10,3.8,True,33,Unsatisfied,261,2023-08-05,Clothing,2,26.004812236369624,52.00962447273925
262,Female,36,Houston,Bronze,471.0197985589961,8,3.1,False,19,Neutral,262,2023-07-30,Beauty,3,28.426632773358286,85.27989832007486
263,Female,30,New York,Gold,1086.2368204756629,16,4.5,True,20,Satisfied,263,2023-08-28,Beauty,2,30.560185003475798,61.120370006951596
264,Male,33,Los Angeles,Silver,814.8053396601127,13,4.2,False,14,Satisfied,264,2023-01-28,Clothing,3,281.45959315143455,844.3787794543036
265,Female,42,Chicago,Bronze,520.2599549779637,9,3.5,True,37,Unsatisfied,265,2023-12-11,Clothing,3,285.06342483953443,855.1902745186032
266,Male,29,San Francisco,Gold,1297.8252905195286,18,4.7,False,10,Satisfied,266,2023-12-01,Electronics,1,28.17357481986864,28.17357481986864
267,Male,26,Miami,Silver,745.2904346366587,12,3.9,True,47,Unsatisfied,267,2023-11-27,Beauty,2,27.72291736759173,55.44583473518346
268,Female,38,Houston,Bronze,445.41705790064043,8,3.2,False,24,Neutral,268,2023-02-20,Electronics,1,31.264275074242093,31.264275074242093
269,Female,32,New York,Gold,1143.9684700552223,14,4.4,True,22,Satisfied,269,2023-02-01,Clothing,4,461.7685770693995,1847.074308277598
270,Male,34,Los Angeles,Silver,739.7183868070407,11,4.1,False,17,Neutral,270,2023-07-26,Electronics,1,320.96934360139613,320.96934360139613
271,Female,43,Chicago,Bronze,500.2555967121795,10,3.3,True,40,Unsatisfied,271,2023-06-23,Beauty,3,27.11557953979756,81.34673861939268
272,Male,30,San Francisco,Gold,1393.425660889337,20,4.8,False,12,Satisfied,272,2023-02-25,Electronics,1,54.58175527134594,54.58175527134594
273,Male,27,Miami,Silver,733.6554704176793,13,4.0,True,53,Unsatisfied,273,2023-05-08,Beauty,1,54.33113883438764,54.33113883438764
274,Female,37,Houston,Bronze,418.64788881455524,7,3.4,False,23,Neutral,274,2023-04-09,Clothing,1,456.40084502759254,456.40084502759254
275,Female,31,New York,Gold,1103.6444927963316,15,4.5,True,27,Satisfied,275,2023-04-08,Clothing,2,453.88131022271386,907.7626204454277
276,Male,35,Los Angeles,Silver,875.6344774419922,12,4.3,False,12,Neutral,276,2023-10-02,Beauty,3,24.80119988846799,74.40359966540397
277,Female,41,Chicago,Bronze,506.7506205486857,9,3.6,True,38,Unsatisfied,277,2023-08-18,Clothing,4,24.342745345986284,97.37098138394514
278,Male,28,San Francisco,Gold,1524.0720772868551,21,4.9,False,9,Satisfied,278,2023-03-13,Clothing,4,24.338179275452788,97.35271710181115
279,Male,32,Miami,Silver,687.0538144278378,10,3.8,True,32,Unsatisfied,279,2023-08-05,Clothing,1,475.4495799727182,475.4495799727182
280,Female,36,Houston,Bronze,457.11671648529614,8,3.0,False,18,Neutral,280,2023-04-04,Clothing,2,511.47332213546326,1022.9466442709265
281,Female,30,New York,Gold,1178.826607487956,16,4.7,True,19,Satisfied,281,2023-05-23,Beauty,3,450.00956652149677,1350.0286995644904
282,Male,34,Los Angeles,Silver,764.8350956343089,11,4.0,False,15,Neutral,282,2023-08-25,Electronics,4,52.32839780907298,209.31359123629193
283,Female,43,Chicago,Bronze,468.0300216924774,10,3.3,True,39,Unsatisfied,283,2023-05-08,Electronics,1,467.30930789384513,467.30930789384513
284,Male,30,San Francisco,Gold,1567.7621238387892,20,4.8,False,13,Satisfied,284,2023-02-08,Clothing,3,47.868406255597066,143.6052187667912
285,Male,27,Miami,Silver,696.0543260220995,13,4.1,True,54,Unsatisfied,285,2023-08-15,Electronics,1,26.027967574063602,26.027967574063602
286,Female,37,Houston,Bronze,415.56602570069066,7,3.4,False,23,Neutral,286,2023-10-09,Electronics,2,27.25163475345426,54.50326950690852
287,Female,31,New York,Gold,1147.6613592079318,15,4.5,True,26,Satisfied,287,2023-02-20,Clothing,3,23.522084455256707,70.56625336577012
288,Male,35,Los Angeles,Silver,761.560075745944,12,4.3,False,13,Neutral,288,2023-01-26,Clothing,4,32.10417074788311,128.41668299153244
289,Female,41,Chicago,Bronze,436.7777202771618,9,3.6,True,39,Unsatisfied,289,2023-11-30,Electronics,2,28.90800597890978,57.81601195781956
