Causas (lista reducida),Sexo,Tamaño de municipio y capital de residencia,Edad,Total
00A Covid-19 Virus identificado,Hombres,Municipio menor o igual a 10.000 habitantes,De 90 a 94 años,90
00A Covid-19 Virus identificado,Hombres,Municipio menor o igual a 10.000 habitantes,De 95 años y más,33
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,Menores de 1 año,0
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 1 a 4 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 5 a 9 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 10 a 14 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 15 a 19 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 20 a 24 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 25 a 29 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 30 a 34 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 35 a 39 años,1
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 40 a 44 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 45 a 49 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 50 a 54 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 55 a 59 años,2
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 60 a 64 años,7
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 65 a 69 años,7
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 70 a 74 años,12
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 75 a 79 años,17
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 80 a 84 años,26
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 85 a 89 años,31
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 90 a 94 años,24
00A Covid-19 Virus identificado,Hombres,Municipio de 10.001 a  20.000 habitantes,De 95 años y más,12
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,Menores de 1 año,0
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 1 a 4 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 5 a 9 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 10 a 14 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 15 a 19 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 20 a 24 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 25 a 29 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 30 a 34 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 35 a 39 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 40 a 44 años,2
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 45 a 49 años,2
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 50 a 54 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 55 a 59 años,2
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 60 a 64 años,1
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 65 a 69 años,5
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 70 a 74 años,16
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 75 a 79 años,23
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 80 a 84 años,41
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 85 a 89 años,39
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 90 a 94 años,42
00A Covid-19 Virus identificado,Hombres,Municipio de 20.001 a  50.000 habitantes,De 95 años y más,12
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,Menores de 1 año,0
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 1 a 4 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 5 a 9 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 10 a 14 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 15 a 19 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 20 a 24 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 25 a 29 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 30 a 34 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 35 a 39 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 40 a 44 años,0
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 45 a 49 años,2
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 50 a 54 años,2
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 55 a 59 años,3
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 60 a 64 años,5
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 65 a 69 años,7
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 70 a 74 años,13
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 75 a 79 años,23
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 80 a 84 años,25
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 85 a 89 años,18
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 90 a 94 años,17
00A Covid-19 Virus identificado,Hombres,Municipio de 50.001 a 100.000 habitantes,De 95 años y más,7
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,Menores de 1 año,0
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 1 a 4 años,0
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 5 a 9 años,0
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 10 a 14 años,0
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 15 a 19 años,0
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 20 a 24 años,0
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 25 a 29 años,0
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 30 a 34 años,0
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 35 a 39 años,0
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 40 a 44 años,0
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 45 a 49 años,0
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 50 a 54 años,1
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 55 a 59 años,0
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 60 a 64 años,5
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 65 a 69 años,7
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 70 a 74 años,9
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 75 a 79 años,21
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 80 a 84 años,29
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 85 a 89 años,39
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 90 a 94 años,24
00A Covid-19 Virus identificado,Hombres,Municipio mayor de 100.000 habitantes,De 95 años y más,7
00A Covid-19 Virus identificado,Hombres,Capital,Menores de 1 año,0
00A Covid-19 Virus identificado,Hombres,Capital,De 1 a 4 años,0
00A Covid-19 Virus identificado,Hombres,Capital,De 5 a 9 años,0
00A Covid-19 Virus identificado,Hombres,Capital,De 10 a 14 años,0
00A Covid-19 Virus identificado,Hombres,Capital,De 15 a 19 años,0
00A Covid-19 Virus identificado,Hombres,Capital,De 20 a 24 años,0
00A Covid-19 Virus identificado,Hombres,Capital,De 25 a 29 años,0
00A Covid-19 Virus identificado,Hombres,Capital,De 30 a 34 años,0
00A Covid-19 Virus identificado,Hombres,Capital,De 35 a 39 años,0
00A Covid-19 Virus identificado,Hombres,Capital,De 40 a 44 años,0
00A Covid-19 Virus identificado,Hombres,Capital,De 45 a 49 años,1
00A Covid-19 Virus identificado,Hombres,Capital,De 50 a 54 años,4
00A Covid-19 Virus identificado,Hombres,Capital,De 55 a 59 años,6
00A Covid-19 Virus identificado,Hombres,Capital,De 60 a 64 años,14
00A Covid-19 Virus identificado,Hombres,Capital,De 65 a 69 años,21
00A Covid-19 Virus identificado,Hombres,Capital,De 70 a 74 años,33
00A Covid-19 Virus identificado,Hombres,Capital,De 75 a 79 años,68
00A Covid-19 Virus identificado,Hombres,Capital,De 80 a 84 años,87
00A Covid-19 Virus identificado,Hombres,Capital,De 85 a 89 años,104
00A Covid-19 Virus identificado,Hombres,Capital,De 90 a 94 años,107
00A Covid-19 Virus identificado,Hombres,Capital,De 95 años y más,40
00A Covid-19 Virus identificado,Hombres,Extranjeros,Menores de 1 año,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 1 a 4 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 5 a 9 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 10 a 14 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 15 a 19 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 20 a 24 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 25 a 29 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 30 a 34 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 35 a 39 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 40 a 44 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 45 a 49 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 50 a 54 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 55 a 59 años,1
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 60 a 64 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 65 a 69 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 70 a 74 años,1
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 75 a 79 años,1
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 80 a 84 años,1
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 85 a 89 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 90 a 94 años,0
00A Covid-19 Virus identificado,Hombres,Extranjeros,De 95 años y más,0
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,Menores de 1 año,0
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 1 a 4 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 5 a 9 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 10 a 14 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 15 a 19 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 20 a 24 años,1
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 25 a 29 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 30 a 34 años,1
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 35 a 39 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 40 a 44 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 45 a 49 años,1
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 50 a 54 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 55 a 59 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 60 a 64 años,5
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 65 a 69 años,6
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 70 a 74 años,10
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 75 a 79 años,21
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 80 a 84 años,47
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 85 a 89 años,76
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 90 a 94 años,82
00A Covid-19 Virus identificado,Mujeres,Municipio menor o igual a 10.000 habitantes,De 95 años y más,55
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,Menores de 1 año,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 1 a 4 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 5 a 9 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 10 a 14 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 15 a 19 años,1
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 20 a 24 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 25 a 29 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 30 a 34 años,1
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 35 a 39 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 40 a 44 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 45 a 49 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 50 a 54 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 55 a 59 años,1
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 60 a 64 años,2
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 65 a 69 años,3
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 70 a 74 años,5
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 75 a 79 años,15
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 80 a 84 años,13
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 85 a 89 años,24
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 90 a 94 años,37
00A Covid-19 Virus identificado,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 95 años y más,13
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,Menores de 1 año,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 1 a 4 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 5 a 9 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 10 a 14 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 15 a 19 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 20 a 24 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 25 a 29 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 30 a 34 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 35 a 39 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 40 a 44 años,1
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 45 a 49 años,3
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 50 a 54 años,1
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 55 a 59 años,4
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 60 a 64 años,4
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 65 a 69 años,6
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 70 a 74 años,7
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 75 a 79 años,14
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 80 a 84 años,28
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 85 a 89 años,28
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 90 a 94 años,49
00A Covid-19 Virus identificado,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 95 años y más,30
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,Menores de 1 año,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 1 a 4 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 5 a 9 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 10 a 14 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 15 a 19 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 20 a 24 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 25 a 29 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 30 a 34 años,1
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 35 a 39 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 40 a 44 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 45 a 49 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 50 a 54 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 55 a 59 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 60 a 64 años,2
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 65 a 69 años,4
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 70 a 74 años,3
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 75 a 79 años,12
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 80 a 84 años,19
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 85 a 89 años,22
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 90 a 94 años,35
00A Covid-19 Virus identificado,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 95 años y más,16
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,Menores de 1 año,0
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 1 a 4 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 5 a 9 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 10 a 14 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 15 a 19 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 20 a 24 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 25 a 29 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 30 a 34 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 35 a 39 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 40 a 44 años,0
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 45 a 49 años,1
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 50 a 54 años,1
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 55 a 59 años,2
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 60 a 64 años,5
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 65 a 69 años,3
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 70 a 74 años,7
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 75 a 79 años,13
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 80 a 84 años,18
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 85 a 89 años,32
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 90 a 94 años,33
00A Covid-19 Virus identificado,Mujeres,Municipio mayor de 100.000 habitantes,De 95 años y más,10
00A Covid-19 Virus identificado,Mujeres,Capital,Menores de 1 año,1
00A Covid-19 Virus identificado,Mujeres,Capital,De 1 a 4 años,1
00A Covid-19 Virus identificado,Mujeres,Capital,De 5 a 9 años,0
00A Covid-19 Virus identificado,Mujeres,Capital,De 10 a 14 años,0
00A Covid-19 Virus identificado,Mujeres,Capital,De 15 a 19 años,0
00A Covid-19 Virus identificado,Mujeres,Capital,De 20 a 24 años,0
00A Covid-19 Virus identificado,Mujeres,Capital,De 25 a 29 años,1
00A Covid-19 Virus identificado,Mujeres,Capital,De 30 a 34 años,0
00A Covid-19 Virus identificado,Mujeres,Capital,De 35 a 39 años,0
00A Covid-19 Virus identificado,Mujeres,Capital,De 40 a 44 años,0
00A Covid-19 Virus identificado,Mujeres,Capital,De 45 a 49 años,0
00A Covid-19 Virus identificado,Mujeres,Capital,De 50 a 54 años,4
00A Covid-19 Virus identificado,Mujeres,Capital,De 55 a 59 años,6
00A Covid-19 Virus identificado,Mujeres,Capital,De 60 a 64 años,6
00A Covid-19 Virus identificado,Mujeres,Capital,De 65 a 69 años,11
00A Covid-19 Virus identificado,Mujeres,Capital,De 70 a 74 años,22
00A Covid-19 Virus identificado,Mujeres,Capital,De 75 a 79 años,33
00A Covid-19 Virus identificado,Mujeres,Capital,De 80 a 84 años,52
00A Covid-19 Virus identificado,Mujeres,Capital,De 85 a 89 años,107
00A Covid-19 Virus identificado,Mujeres,Capital,De 90 a 94 años,126
00A Covid-19 Virus identificado,Mujeres,Capital,De 95 años y más,96
00A Covid-19 Virus identificado,Mujeres,Extranjeros,Menores de 1 año,0
00A Covid-19 Virus identificado,Mujeres,Extranjeros,De 1 a 4 años,0
00A Covid-19 Virus identificado,Mujeres,Extranjeros,De 5 a 9 años,0
00A Covid-19 Virus identificado,Mujeres,Extranjeros,De 10 a 14 años,0
00A Covid-19 Virus identificado,Mujeres,Extranjeros,De 15 a 19 años,0
00A Covid-19 Virus identificado,Mujeres,Extranjeros,De 20 a 24 años,0
00A Covid-19 Virus identificado,Mujeres,Extranjeros,De 25 a 29 años,0
00A Covid-19 Virus identificado,Mujeres,Extranjeros,De 30 a 34 años,0
00A Covid-19 Virus identificado,Mujeres,Extranjeros,De 35 a 39 años,0
00A Covid-19 Virus identificado,Mujeres,Extranjeros,De 40 a 44 años,0
00A Covid-19 Virus identificado,Mujeres,Extranjeros,De 45 a 49 años,0
00A Covid-19 Virus identificado,Mujeres,Extranjeros,De 50 a 54 años,0
00A Covid-19 Virus identificado,Mujeres,Extranjeros,De 55 a 59 años,1
