Causas (lista reducida),Sexo,Tamaño de municipio y capital de residencia,Edad,Total
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 95 años y más,6300
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,Todas las edades,22126
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,Menores de 1 año,49
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 1 a 4 años,6
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 5 a 9 años,10
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 10 a 14 años,11
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 15 a 19 años,27
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 20 a 24 años,31
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 25 a 29 años,24
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 30 a 34 años,45
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 35 a 39 años,76
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 40 a 44 años,146
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 45 a 49 años,245
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 50 a 54 años,447
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 55 a 59 años,731
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 60 a 64 años,1047
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 65 a 69 años,1328
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 70 a 74 años,1672
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 75 a 79 años,2449
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 80 a 84 años,3078
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 85 a 89 años,4329
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 90 a 94 años,4351
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 95 años y más,2024
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,Todas las edades,33243
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,Menores de 1 año,79
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 1 a 4 años,14
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 5 a 9 años,12
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 10 a 14 años,18
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 15 a 19 años,38
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 20 a 24 años,67
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 25 a 29 años,67
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 30 a 34 años,94
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 35 a 39 años,145
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 40 a 44 años,265
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 45 a 49 años,503
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 50 a 54 años,736
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 55 a 59 años,1187
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 60 a 64 años,1736
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 65 a 69 años,2144
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 70 a 74 años,2756
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 75 a 79 años,3906
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 80 a 84 años,4764
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 85 a 89 años,6209
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 90 a 94 años,5760
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 95 años y más,2743
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,Todas las edades,20216
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,Menores de 1 año,61
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 1 a 4 años,11
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 5 a 9 años,9
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 10 a 14 años,14
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 15 a 19 años,19
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 20 a 24 años,29
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 25 a 29 años,36
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 30 a 34 años,69
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 35 a 39 años,74
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 40 a 44 años,144
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 45 a 49 años,296
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 50 a 54 años,471
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 55 a 59 años,757
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 60 a 64 años,1051
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 65 a 69 años,1342
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 70 a 74 años,1844
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 75 a 79 años,2530
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 80 a 84 años,2887
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 85 a 89 años,3585
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 90 a 94 años,3353
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 95 años y más,1634
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,Todas las edades,19855
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,Menores de 1 año,47
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 1 a 4 años,11
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 5 a 9 años,7
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 10 a 14 años,10
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 15 a 19 años,23
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 20 a 24 años,26
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 25 a 29 años,41
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 30 a 34 años,49
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 35 a 39 años,87
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 40 a 44 años,156
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 45 a 49 años,308
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 50 a 54 años,468
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 55 a 59 años,733
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 60 a 64 años,1063
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 65 a 69 años,1325
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 70 a 74 años,1664
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 75 a 79 años,2455
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 80 a 84 años,2800
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 85 a 89 años,3647
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 90 a 94 años,3268
001-102 I-XXII.Todas las causas,Ambos sexos,Municipio mayor de 100.000 habitantes,De 95 años y más,1667
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,Todas las edades,71605
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,Menores de 1 año,184
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 1 a 4 años,35
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 5 a 9 años,25
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 10 a 14 años,32
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 15 a 19 años,61
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 20 a 24 años,96
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 25 a 29 años,104
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 30 a 34 años,172
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 35 a 39 años,244
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 40 a 44 años,423
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 45 a 49 años,778
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 50 a 54 años,1275
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 55 a 59 años,2130
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 60 a 64 años,3207
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 65 a 69 años,4111
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 70 a 74 años,5235
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 75 a 79 años,7516
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 80 a 84 años,9881
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 85 a 89 años,13384
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 90 a 94 años,14368
001-102 I-XXII.Todas las causas,Ambos sexos,Capital,De 95 años y más,8344
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,Todas las edades,1313
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,Menores de 1 año,3
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 1 a 4 años,2
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 5 a 9 años,3
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 10 a 14 años,4
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 15 a 19 años,4
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 20 a 24 años,17
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 25 a 29 años,15
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 30 a 34 años,20
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 35 a 39 años,18
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 40 a 44 años,28
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 45 a 49 años,47
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 50 a 54 años,67
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 55 a 59 años,87
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 60 a 64 años,113
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 65 a 69 años,157
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 70 a 74 años,208
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 75 a 79 años,213
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 80 a 84 años,155
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 85 a 89 años,101
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 90 a 94 años,38
001-102 I-XXII.Todas las causas,Ambos sexos,Extranjeros,De 95 años y más,13
001-102 I-XXII.Todas las causas,Hombres,Total,Todas las edades,111698
001-102 I-XXII.Todas las causas,Hombres,Total,Menores de 1 año,285
001-102 I-XXII.Todas las causas,Hombres,Total,De 1 a 4 años,50
001-102 I-XXII.Todas las causas,Hombres,Total,De 5 a 9 años,46
001-102 I-XXII.Todas las causas,Hombres,Total,De 10 a 14 años,64
001-102 I-XXII.Todas las causas,Hombres,Total,De 15 a 19 años,136
001-102 I-XXII.Todas las causas,Hombres,Total,De 20 a 24 años,227
001-102 I-XXII.Todas las causas,Hombres,Total,De 25 a 29 años,240
001-102 I-XXII.Todas las causas,Hombres,Total,De 30 a 34 años,372
001-102 I-XXII.Todas las causas,Hombres,Total,De 35 a 39 años,539
001-102 I-XXII.Todas las causas,Hombres,Total,De 40 a 44 años,934
001-102 I-XXII.Todas las causas,Hombres,Total,De 45 a 49 años,1735
001-102 I-XXII.Todas las causas,Hombres,Total,De 50 a 54 años,2847
001-102 I-XXII.Todas las causas,Hombres,Total,De 55 a 59 años,4752
001-102 I-XXII.Todas las causas,Hombres,Total,De 60 a 64 años,7017
001-102 I-XXII.Todas las causas,Hombres,Total,De 65 a 69 años,8672
001-102 I-XXII.Todas las causas,Hombres,Total,De 70 a 74 años,11006
001-102 I-XXII.Todas las causas,Hombres,Total,De 75 a 79 años,15114
001-102 I-XXII.Todas las causas,Hombres,Total,De 80 a 84 años,16738
001-102 I-XXII.Todas las causas,Hombres,Total,De 85 a 89 años,19149
001-102 I-XXII.Todas las causas,Hombres,Total,De 90 a 94 años,15826
001-102 I-XXII.Todas las causas,Hombres,Total,De 95 años y más,5949
001-102 I-XXII.Todas las causas,Hombres,Municipio menor o igual a 10.000 habitantes,Todas las edades,28059
001-102 I-XXII.Todas las causas,Hombres,Municipio de 10.001 a  20.000 habitantes,Todas las edades,11289
001-102 I-XXII.Todas las causas,Hombres,Municipio de 20.001 a  50.000 habitantes,Todas las edades,17130
001-102 I-XXII.Todas las causas,Hombres,Municipio de 50.001 a 100.000 habitantes,Todas las edades,10320
001-102 I-XXII.Todas las causas,Hombres,Municipio mayor de 100.000 habitantes,Todas las edades,10125
001-102 I-XXII.Todas las causas,Hombres,Capital,Todas las edades,33908
001-102 I-XXII.Todas las causas,Hombres,Extranjeros,Todas las edades,867
001-102 I-XXII.Todas las causas,Mujeres,Total,Todas las edades,111580
001-102 I-XXII.Todas las causas,Mujeres,Total,Menores de 1 año,222
001-102 I-XXII.Todas las causas,Mujeres,Total,De 1 a 4 años,46
001-102 I-XXII.Todas las causas,Mujeres,Total,De 5 a 9 años,30
001-102 I-XXII.Todas las causas,Mujeres,Total,De 10 a 14 años,43
001-102 I-XXII.Todas las causas,Mujeres,Total,De 15 a 19 años,77
001-102 I-XXII.Todas las causas,Mujeres,Total,De 20 a 24 años,97
001-102 I-XXII.Todas las causas,Mujeres,Total,De 25 a 29 años,99
001-102 I-XXII.Todas las causas,Mujeres,Total,De 30 a 34 años,178
001-102 I-XXII.Todas las causas,Mujeres,Total,De 35 a 39 años,266
001-102 I-XXII.Todas las causas,Mujeres,Total,De 40 a 44 años,525
001-102 I-XXII.Todas las causas,Mujeres,Total,De 45 a 49 años,985
001-102 I-XXII.Todas las causas,Mujeres,Total,De 50 a 54 años,1534
001-102 I-XXII.Todas las causas,Mujeres,Total,De 55 a 59 años,2440
001-102 I-XXII.Todas las causas,Mujeres,Total,De 60 a 64 años,3476
001-102 I-XXII.Todas las causas,Mujeres,Total,De 65 a 69 años,4676
001-102 I-XXII.Todas las causas,Mujeres,Total,De 70 a 74 años,6051
001-102 I-XXII.Todas las causas,Mujeres,Total,De 75 a 79 años,9359
001-102 I-XXII.Todas las causas,Mujeres,Total,De 80 a 84 años,14200
001-102 I-XXII.Todas las causas,Mujeres,Total,De 85 a 89 años,23174
001-102 I-XXII.Todas las causas,Mujeres,Total,De 90 a 94 años,27326
001-102 I-XXII.Todas las causas,Mujeres,Total,De 95 años y más,16776
001-102 I-XXII.Todas las causas,Mujeres,Municipio menor o igual a 10.000 habitantes,Todas las edades,26861
001-102 I-XXII.Todas las causas,Mujeres,Municipio de 10.001 a  20.000 habitantes,Todas las edades,10837
001-102 I-XXII.Todas las causas,Mujeres,Municipio de 20.001 a  50.000 habitantes,Todas las edades,16113
001-102 I-XXII.Todas las causas,Mujeres,Municipio de 50.001 a 100.000 habitantes,Todas las edades,9896
001-102 I-XXII.Todas las causas,Mujeres,Municipio mayor de 100.000 habitantes,Todas las edades,9730
001-102 I-XXII.Todas las causas,Mujeres,Capital,Todas las edades,37697
001-102 I-XXII.Todas las causas,Mujeres,Extranjeros,Todas las edades,446
