Causas (lista reducida),Sexo,Tamaño de municipio y capital de residencia,Edad,Total
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio menor o igual a 10.000 habitantes,De 75 a 79 años,100
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio menor o igual a 10.000 habitantes,De 80 a 84 años,134
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio menor o igual a 10.000 habitantes,De 85 a 89 años,177
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio menor o igual a 10.000 habitantes,De 90 a 94 años,170
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio menor o igual a 10.000 habitantes,De 95 años y más,67
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,Menores de 1 año,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 1 a 4 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 5 a 9 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 10 a 14 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 15 a 19 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 20 a 24 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 25 a 29 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 30 a 34 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 35 a 39 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 40 a 44 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 45 a 49 años,6
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 50 a 54 años,7
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 55 a 59 años,13
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 60 a 64 años,20
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 65 a 69 años,23
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 70 a 74 años,25
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 75 a 79 años,39
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 80 a 84 años,49
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 85 a 89 años,63
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 90 a 94 años,53
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 10.001 a  20.000 habitantes,De 95 años y más,12
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,Menores de 1 año,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 1 a 4 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 5 a 9 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 10 a 14 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 15 a 19 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 20 a 24 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 25 a 29 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 30 a 34 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 35 a 39 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 40 a 44 años,6
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 45 a 49 años,9
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 50 a 54 años,10
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 55 a 59 años,13
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 60 a 64 años,19
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 65 a 69 años,22
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 70 a 74 años,45
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 75 a 79 años,53
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 80 a 84 años,82
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 85 a 89 años,86
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 90 a 94 años,74
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 20.001 a  50.000 habitantes,De 95 años y más,25
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,Menores de 1 año,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 1 a 4 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 5 a 9 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 10 a 14 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 15 a 19 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 20 a 24 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 25 a 29 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 30 a 34 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 35 a 39 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 40 a 44 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 45 a 49 años,6
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 50 a 54 años,9
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 55 a 59 años,10
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 60 a 64 años,15
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 65 a 69 años,28
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 70 a 74 años,27
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 75 a 79 años,44
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 80 a 84 años,43
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 85 a 89 años,43
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 90 a 94 años,38
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio de 50.001 a 100.000 habitantes,De 95 años y más,12
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,Menores de 1 año,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 1 a 4 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 5 a 9 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 10 a 14 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 15 a 19 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 20 a 24 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 25 a 29 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 30 a 34 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 35 a 39 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 40 a 44 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 45 a 49 años,3
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 50 a 54 años,8
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 55 a 59 años,10
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 60 a 64 años,15
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 65 a 69 años,31
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 70 a 74 años,18
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 75 a 79 años,45
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 80 a 84 años,53
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 85 a 89 años,63
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 90 a 94 años,39
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Municipio mayor de 100.000 habitantes,De 95 años y más,14
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,Menores de 1 año,5
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 1 a 4 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 5 a 9 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 10 a 14 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 15 a 19 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 20 a 24 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 25 a 29 años,3
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 30 a 34 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 35 a 39 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 40 a 44 años,4
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 45 a 49 años,10
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 50 a 54 años,15
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 55 a 59 años,28
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 60 a 64 años,59
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 65 a 69 años,67
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 70 a 74 años,80
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 75 a 79 años,145
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 80 a 84 años,155
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 85 a 89 años,190
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 90 a 94 años,177
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Capital,De 95 años y más,65
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,Menores de 1 año,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 1 a 4 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 5 a 9 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 10 a 14 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 15 a 19 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 20 a 24 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 25 a 29 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 30 a 34 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 35 a 39 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 40 a 44 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 45 a 49 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 50 a 54 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 55 a 59 años,3
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 60 a 64 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 65 a 69 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 70 a 74 años,5
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 75 a 79 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 80 a 84 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 85 a 89 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 90 a 94 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Hombres,Extranjeros,De 95 años y más,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,Menores de 1 año,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 1 a 4 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 5 a 9 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 10 a 14 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 15 a 19 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 20 a 24 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 25 a 29 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 30 a 34 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 35 a 39 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 40 a 44 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 45 a 49 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 50 a 54 años,4
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 55 a 59 años,7
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 60 a 64 años,13
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 65 a 69 años,23
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 70 a 74 años,23
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 75 a 79 años,52
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 80 a 84 años,111
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 85 a 89 años,210
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 90 a 94 años,202
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio menor o igual a 10.000 habitantes,De 95 años y más,116
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,Menores de 1 año,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 1 a 4 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 5 a 9 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 10 a 14 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 15 a 19 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 20 a 24 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 25 a 29 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 30 a 34 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 35 a 39 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 40 a 44 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 45 a 49 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 50 a 54 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 55 a 59 años,4
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 60 a 64 años,10
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 65 a 69 años,7
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 70 a 74 años,13
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 75 a 79 años,34
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 80 a 84 años,46
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 85 a 89 años,63
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 90 a 94 años,77
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 10.001 a  20.000 habitantes,De 95 años y más,27
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,Menores de 1 año,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 1 a 4 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 5 a 9 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 10 a 14 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 15 a 19 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 20 a 24 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 25 a 29 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 30 a 34 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 35 a 39 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 40 a 44 años,2
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 45 a 49 años,6
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 50 a 54 años,7
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 55 a 59 años,10
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 60 a 64 años,9
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 65 a 69 años,21
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 70 a 74 años,21
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 75 a 79 años,42
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 80 a 84 años,68
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 85 a 89 años,90
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 90 a 94 años,110
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 20.001 a  50.000 habitantes,De 95 años y más,54
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,Menores de 1 año,2
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 1 a 4 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 5 a 9 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 10 a 14 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 15 a 19 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 20 a 24 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 25 a 29 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 30 a 34 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 35 a 39 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 40 a 44 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 45 a 49 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 50 a 54 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 55 a 59 años,7
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 60 a 64 años,9
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 65 a 69 años,9
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 70 a 74 años,7
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 75 a 79 años,29
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 80 a 84 años,43
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 85 a 89 años,62
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 90 a 94 años,76
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio de 50.001 a 100.000 habitantes,De 95 años y más,37
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio mayor de 100.000 habitantes,Menores de 1 año,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio mayor de 100.000 habitantes,De 1 a 4 años,1
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio mayor de 100.000 habitantes,De 5 a 9 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio mayor de 100.000 habitantes,De 10 a 14 años,0
001-008 I.Enfermedades infecciosas y parasitarias,Mujeres,Municipio mayor de 100.000 habitantes,De 15 a 19 años,0
